provider,name,source
gibs,CERES Terra Surface Shortwave Flux Diffuse Clear Sky Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>CERES Terra Surface Shortwave Flux Diffuse Clear Sky Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,CERES Terra Surface Shortwave Flux Direct All Sky Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>CERES Terra Surface Shortwave Flux Direct All Sky Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,CERES Terra Surface Shortwave Flux Direct Clear Sky Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>CERES Terra Surface Shortwave Flux Direct Clear Sky Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,CERES Terra Surface Shortwave Flux Down All Sky Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>CERES Terra Surface Shortwave Flux Down All Sky Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,CERES Terra Surface Shortwave Flux Down Clear Sky Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>CERES Terra Surface Shortwave Flux Down Clear Sky Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,CERES Terra Surface Shortwave Flux Up All Sky Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>CERES Terra Surface Shortwave Flux Up All Sky Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,CERES Terra Surface Shortwave Flux Up Clear Sky Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>CERES Terra Surface Shortwave Flux Up Clear Sky Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,CERES Terra Surface UV Index All Sky Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>CERES Terra Surface UV Index All Sky Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,CERES Terra TOA Longwave Flux All Sky Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>CERES Terra TOA Longwave Flux All Sky Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,CERES Terra TOA Longwave Flux Clear Sky Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>CERES Terra TOA Longwave Flux Clear Sky Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,CERES Terra TOA Shortwave Flux All Sky Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>CERES Terra TOA Shortwave Flux All Sky Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,CERES Terra TOA Shortwave Flux Clear Sky Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>CERES Terra TOA Shortwave Flux Clear Sky Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,CERES Terra TOA Window Region Flux All Sky Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>CERES Terra TOA Window Region Flux All Sky Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,CERES Terra TOA Window Region Flux Clear Sky Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>CERES Terra TOA Window Region Flux Clear Sky Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,Coastlines 15m tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>Coastlines 15m tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,Coastlines tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>Coastlines tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,CYGNSS L3 Soil Moisture SDR Daily tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>CYGNSS L3 Soil Moisture SDR Daily tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,CYGNSS L3 Wind Speed Daily tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>CYGNSS L3 Wind Speed Daily tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,CYGNSS L3 Wind Speed SDR Daily tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>CYGNSS L3 Wind Speed SDR Daily tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,Daymet Maximum Air Temp Daily tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>Daymet Maximum Air Temp Daily tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,Daymet Minimum Air Temp Daily tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>Daymet Minimum Air Temp Daily tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,Estimated Net Migration 1970-1980 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>Estimated Net Migration 1970-1980 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,Estimated Net Migration 1980-1990 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>Estimated Net Migration 1980-1990 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,Estimated Net Migration 1990-2000 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>Estimated Net Migration 1990-2000 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GEDI ISS L3 Canopy Height Mean RH100 201904-202010 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GEDI ISS L3 Canopy Height Mean RH100 201904-202010 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GEDI ISS L3 Canopy Height Mean RH100 201904-202104 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GEDI ISS L3 Canopy Height Mean RH100 201904-202104 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GEDI ISS L3 Canopy Height Mean RH100 201904-202108 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GEDI ISS L3 Canopy Height Mean RH100 201904-202108 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GEDI ISS L3 Canopy Height StdDev RH100 201904-202010 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GEDI ISS L3 Canopy Height StdDev RH100 201904-202010 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GEDI ISS L3 Canopy Height StdDev RH100 201904-202104 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GEDI ISS L3 Canopy Height StdDev RH100 201904-202104 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GEDI ISS L3 Canopy Height StdDev RH100 201904-202108 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GEDI ISS L3 Canopy Height StdDev RH100 201904-202108 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GEDI ISS L3 Elevation Mean Lowest Mode 201904-202010 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GEDI ISS L3 Elevation Mean Lowest Mode 201904-202010 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GEDI ISS L3 Elevation Mean Lowest Mode 201904-202104 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GEDI ISS L3 Elevation Mean Lowest Mode 201904-202104 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GEDI ISS L3 Elevation Mean Lowest Mode 201904-202108 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GEDI ISS L3 Elevation Mean Lowest Mode 201904-202108 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GEDI ISS L3 Elevation StdDev Lowest Mode 201904-202010 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GEDI ISS L3 Elevation StdDev Lowest Mode 201904-202010 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GEDI ISS L3 Elevation StdDev Lowest Mode 201904-202104 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GEDI ISS L3 Elevation StdDev Lowest Mode 201904-202104 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GEDI ISS L3 Elevation StdDev Lowest Mode 201904-202108 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GEDI ISS L3 Elevation StdDev Lowest Mode 201904-202108 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GEDI ISS L3 Laser Footprint Count 201904-202010 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GEDI ISS L3 Laser Footprint Count 201904-202010 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GEDI ISS L3 Laser Footprint Count 201904-202104 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GEDI ISS L3 Laser Footprint Count 201904-202104 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GEDI ISS L3 Laser Footprint Count 201904-202108 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GEDI ISS L3 Laser Footprint Count 201904-202108 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GHRSST L4 AVHRR-OI Sea Surface Temperature tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GHRSST L4 AVHRR-OI Sea Surface Temperature tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GHRSST L4 GAMSSA GDS2 Sea Ice Concentration tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GHRSST L4 GAMSSA GDS2 Sea Ice Concentration tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GHRSST L4 GAMSSA GDS2 Sea Surface Temperature tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GHRSST L4 GAMSSA GDS2 Sea Surface Temperature tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GHRSST L4 MUR25 Sea Ice Concentration tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GHRSST L4 MUR25 Sea Ice Concentration tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GHRSST L4 MUR25 Sea Surface Temperature Anomalies tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GHRSST L4 MUR25 Sea Surface Temperature Anomalies tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GHRSST L4 MUR25 Sea Surface Temperature tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GHRSST L4 MUR25 Sea Surface Temperature tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GHRSST L4 MUR Sea Ice Concentration tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GHRSST L4 MUR Sea Ice Concentration tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GHRSST L4 MUR Sea Surface Temperature Anomalies tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GHRSST L4 MUR Sea Surface Temperature Anomalies tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GHRSST L4 MUR Sea Surface Temperature tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GHRSST L4 MUR Sea Surface Temperature tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GLDAS Near Surface Air Temperature Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GLDAS Near Surface Air Temperature Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GLDAS Surface Total Precipitation Rate Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GLDAS Surface Total Precipitation Rate Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GLDAS Underground Soil Moisture Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GLDAS Underground Soil Moisture Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GMI Brightness Temp Asc tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GMI Brightness Temp Asc tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GMI Brightness Temp Dsc tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GMI Brightness Temp Dsc tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GMI Rain Rate Asc tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GMI Rain Rate Asc tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GMI Rain Rate Dsc tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GMI Rain Rate Dsc tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GMI Snow Rate Asc tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GMI Snow Rate Asc tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GMI Snow Rate Dsc tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GMI Snow Rate Dsc tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GOES-East ABI Air Mass tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GOES-East ABI Air Mass tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GOES-East ABI Band13 Clean Infrared tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GOES-East ABI Band13 Clean Infrared tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GOES-East ABI Band2 Red Visible 1km tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GOES-East ABI Band2 Red Visible 1km tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GOES-East ABI GeoColor tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GOES-East ABI GeoColor tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GOES-West ABI Air Mass tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GOES-West ABI Air Mass tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GOES-West ABI Band13 Clean Infrared tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GOES-West ABI Band13 Clean Infrared tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GOES-West ABI Band2 Red Visible 1km tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GOES-West ABI Band2 Red Visible 1km tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GOES-West ABI GeoColor tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GOES-West ABI GeoColor tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GPW Population Density 2000 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GPW Population Density 2000 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GPW Population Density 2005 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GPW Population Density 2005 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GPW Population Density 2010 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GPW Population Density 2010 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GPW Population Density 2015 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GPW Population Density 2015 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GPW Population Density 2020 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GPW Population Density 2020 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GRACE Tellus Liquid Water Equivalent Thickness Mascon CRI tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GRACE Tellus Liquid Water Equivalent Thickness Mascon CRI tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,Ground Level Nitrogen Dioxide 3 Year Running Mean 1996-1998 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>Ground Level Nitrogen Dioxide 3 Year Running Mean 1996-1998 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,Ground Level Nitrogen Dioxide 3 Year Running Mean 2010-2012 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>Ground Level Nitrogen Dioxide 3 Year Running Mean 2010-2012 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,GRUMP Urban Extents Grid 1995 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>GRUMP Urban Extents Grid 1995 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,Himawari AHI Air Mass tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>Himawari AHI Air Mass tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,Himawari AHI Band13 Clean Infrared tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>Himawari AHI Band13 Clean Infrared tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,Himawari AHI Band3 Red Visible 1km tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>Himawari AHI Band3 Red Visible 1km tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,HLS L30 Nadir BRDF Adjusted Reflectance tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>HLS L30 Nadir BRDF Adjusted Reflectance tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,HLS S30 Nadir BRDF Adjusted Reflectance tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>HLS S30 Nadir BRDF Adjusted Reflectance tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,Human Footprint 1995-2004 tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>Human Footprint 1995-2004 tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,IMERG Precipitation Rate tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>IMERG Precipitation Rate tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,JPL MEaSUREs L4 Sea Surface Height Anomalies tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>JPL MEaSUREs L4 Sea Surface Height Anomalies tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,Landsat Global Man-made Impervious Surface tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>Landsat Global Man-made Impervious Surface tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,Landsat Human Built-up And Settlement Extent tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>Landsat Human Built-up And Settlement Extent tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,Landsat WELD CorrectedReflectance Bands157 Global Annual tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>Landsat WELD CorrectedReflectance Bands157 Global Annual tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,Landsat WELD CorrectedReflectance Bands157 Global Monthly tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>Landsat WELD CorrectedReflectance Bands157 Global Monthly tileset</TiledGroupName></Service></GDAL_WMS>"
gibs,Landsat WELD CorrectedReflectance Bands743 Global Annual tileset,"<GDAL_WMS><Service name=""TiledWMS""><ServerUrl>https://gibs.earthdata.nasa.gov/twms/epsg3857/best/twms.cgi?</ServerUrl><TiledGroupName>Landsat WELD CorrectedReflectance Bands743 Global Annual tileset</TiledGroupName></Service></GDAL_WMS>"
